INFO 2019-10-15 03:17:36,299 basehttp 124 "GET /test/ HTTP/1.1" 200 4
INFO 2019-10-15 03:31:13,590 basehttp 124 "GET /static/login.html HTTP/1.1" 304 0
INFO 2019-10-15 03:31:13,656 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2019-10-15 03:31:13,661 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 39722
INFO 2019-10-15 03:31:13,664 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2019-10-15 03:31:13,666 basehttp 124 "GET /static/js/host.js HTTP/1.1" 200 80
INFO 2019-10-15 03:31:13,684 basehttp 124 "GET /static/js/common.js HTTP/1.1" 200 891
INFO 2019-10-15 03:31:13,694 basehttp 124 "GET /static/js/login.js HTTP/1.1" 200 1759
INFO 2019-10-15 03:31:13,712 basehttp 124 "GET /static/images/logo02.png HTTP/1.1" 200 8466
INFO 2019-10-15 03:31:13,738 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2019-10-15 03:31:14,111 basehttp 124 "GET /static/images/login_banner.png HTTP/1.1" 200 319312
INFO 2019-10-15 03:31:14,164 basehttp 124 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2019-10-15 03:31:14,175 basehttp 124 "GET /static/images/QQ-weixin.png HTTP/1.1" 200 1816
INFO 2019-10-15 03:31:19,393 basehttp 124 "GET /static/js/jquery-1.12.4.min.js HTTP/1.1" 200 97163
INFO 2019-10-15 03:31:19,525 basehttp 124 "GET /static/images/slide02.jpg HTTP/1.1" 200 89905
INFO 2019-10-15 03:31:19,556 basehttp 124 "GET /static/images/slide03.jpg HTTP/1.1" 200 70152
INFO 2019-10-15 03:31:19,558 basehttp 124 "GET /static/images/slide01.jpg HTTP/1.1" 200 67813
INFO 2019-10-15 03:31:19,579 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 200 7450
INFO 2019-10-15 03:31:19,584 basehttp 124 "GET /static/images/adv01.jpg HTTP/1.1" 200 39831
INFO 2019-10-15 03:31:19,585 basehttp 124 "GET /static/images/slide04.jpg HTTP/1.1" 200 107973
INFO 2019-10-15 03:31:19,588 basehttp 124 "GET /static/js/slide.js HTTP/1.1" 200 1822
INFO 2019-10-15 03:31:19,592 basehttp 124 "GET /static/js/index.js HTTP/1.1" 200 1388
INFO 2019-10-15 03:31:19,646 basehttp 124 "GET /static/images/banner01.jpg HTTP/1.1" 200 23658
INFO 2019-10-15 03:31:19,663 basehttp 124 "GET /static/images/goods/goods003.jpg HTTP/1.1" 200 8579
INFO 2019-10-15 03:31:19,684 basehttp 124 "GET /static/images/goods/goods002.jpg HTTP/1.1" 200 5377
INFO 2019-10-15 03:31:19,695 basehttp 124 "GET /static/images/goods/goods004.jpg HTTP/1.1" 200 6565
INFO 2019-10-15 03:31:19,696 basehttp 124 "GET /static/images/goods/goods001.jpg HTTP/1.1" 200 5391
INFO 2019-10-15 03:31:19,706 basehttp 124 "GET /static/images/goods/goods005.jpg HTTP/1.1" 200 7578
INFO 2019-10-15 03:31:19,717 basehttp 124 "GET /static/images/banner02.jpg HTTP/1.1" 200 26729
INFO 2019-10-15 03:31:19,723 basehttp 124 "GET /static/images/goods/goods008.jpg HTTP/1.1" 200 7072
INFO 2019-10-15 03:31:19,732 basehttp 124 "GET /static/images/goods/goods009.jpg HTTP/1.1" 200 8738
INFO 2019-10-15 03:31:19,733 basehttp 124 "GET /static/images/banner03.jpg HTTP/1.1" 200 22681
INFO 2019-10-15 03:31:19,755 basehttp 124 "GET /static/images/icons.png HTTP/1.1" 200 7740
ERROR 2019-10-15 03:31:21,081 exception 80 Invalid HTTP_HOST header: 'www.meiduo.site:8000'. You may need to add 'www.meiduo.site' to ALLOWED_HOSTS.
WARNING 2019-10-15 03:31:21,370 basehttp 124 "GET /carts/simple/ HTTP/1.1" 400 69379
WARNING 2019-10-15 03:32:14,831 base 152 Not Found: /static/index.html
WARNING 2019-10-15 03:32:14,833 basehttp 124 "GET /static/index.html HTTP/1.1" 404 2092
WARNING 2019-10-15 03:32:21,770 base 152 Not Found: /ooooo/index.html
WARNING 2019-10-15 03:32:21,772 basehttp 124 "GET /ooooo/index.html HTTP/1.1" 404 2089
WARNING 2019-10-15 03:32:26,133 base 152 Not Found: /oooooo/index.html
WARNING 2019-10-15 03:32:26,133 basehttp 124 "GET /oooooo/index.html HTTP/1.1" 404 2092
INFO 2019-10-15 03:32:28,870 basehttp 124 "GET /ooooooo/index.html HTTP/1.1" 200 30009
INFO 2019-10-15 03:32:28,939 basehttp 124 "GET /ooooooo/css/main.css HTTP/1.1" 200 39722
INFO 2019-10-15 03:32:28,950 basehttp 124 "GET /ooooooo/js/common.js HTTP/1.1" 200 891
INFO 2019-10-15 03:32:28,956 basehttp 124 "GET /ooooooo/css/reset.css HTTP/1.1" 200 638
INFO 2019-10-15 03:32:28,957 basehttp 124 "GET /ooooooo/js/host.js HTTP/1.1" 200 80
INFO 2019-10-15 03:32:28,963 basehttp 124 "GET /ooooooo/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2019-10-15 03:32:28,985 basehttp 124 "GET /ooooooo/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2019-10-15 03:32:29,019 basehttp 124 "GET /ooooooo/js/jquery-1.12.4.min.js HTTP/1.1" 200 97163
INFO 2019-10-15 03:32:29,022 basehttp 124 "GET /ooooooo/js/slide.js HTTP/1.1" 200 1822
INFO 2019-10-15 03:32:29,047 basehttp 124 "GET /ooooooo/images/logo.png HTTP/1.1" 200 7450
INFO 2019-10-15 03:32:29,048 basehttp 124 "GET /ooooooo/js/index.js HTTP/1.1" 200 1388
INFO 2019-10-15 03:32:29,111 basehttp 124 "GET /ooooooo/images/slide01.jpg HTTP/1.1" 200 67813
INFO 2019-10-15 03:32:29,133 basehttp 124 "GET /ooooooo/images/slide02.jpg HTTP/1.1" 200 89905
INFO 2019-10-15 03:32:29,142 basehttp 124 "GET /ooooooo/images/slide04.jpg HTTP/1.1" 200 107973
INFO 2019-10-15 03:32:29,145 basehttp 124 "GET /ooooooo/images/slide03.jpg HTTP/1.1" 200 70152
INFO 2019-10-15 03:32:29,157 basehttp 124 "GET /ooooooo/images/adv01.jpg HTTP/1.1" 200 39831
INFO 2019-10-15 03:32:29,161 basehttp 124 "GET /ooooooo/images/banner01.jpg HTTP/1.1" 200 23658
INFO 2019-10-15 03:32:29,168 basehttp 124 "GET /ooooooo/images/goods/goods003.jpg HTTP/1.1" 200 8579
INFO 2019-10-15 03:32:29,210 basehttp 124 "GET /ooooooo/images/goods/goods002.jpg HTTP/1.1" 200 5377
INFO 2019-10-15 03:32:29,225 basehttp 124 "GET /ooooooo/images/goods/goods001.jpg HTTP/1.1" 200 5391
INFO 2019-10-15 03:32:29,226 basehttp 124 "GET /ooooooo/images/goods/goods004.jpg HTTP/1.1" 200 6565
INFO 2019-10-15 03:32:29,242 basehttp 124 "GET /ooooooo/images/goods/goods005.jpg HTTP/1.1" 200 7578
INFO 2019-10-15 03:32:29,257 basehttp 124 "GET /ooooooo/images/goods/goods008.jpg HTTP/1.1" 200 7072
INFO 2019-10-15 03:32:29,259 basehttp 124 "GET /ooooooo/images/banner02.jpg HTTP/1.1" 200 26729
INFO 2019-10-15 03:32:29,283 basehttp 124 "GET /ooooooo/images/banner03.jpg HTTP/1.1" 200 22681
INFO 2019-10-15 03:32:29,290 basehttp 124 "GET /ooooooo/images/goods/goods009.jpg HTTP/1.1" 200 8738
INFO 2019-10-15 03:32:29,427 basehttp 124 "GET /ooooooo/images/icons.png HTTP/1.1" 200 7740
ERROR 2019-10-15 03:32:30,413 exception 80 Invalid HTTP_HOST header: 'www.meiduo.site:8000'. You may need to add 'www.meiduo.site' to ALLOWED_HOSTS.
WARNING 2019-10-15 03:32:30,680 basehttp 124 "GET /carts/simple/ HTTP/1.1" 400 69381
WARNING 2019-10-15 12:00:17,050 base 152 Not Found: /
WARNING 2019-10-15 12:00:17,051 basehttp 124 "GET / HTTP/1.1" 404 2181
WARNING 2019-10-15 12:00:18,146 base 152 Not Found: /favicon.ico
WARNING 2019-10-15 12:00:18,146 basehttp 124 "GET /favicon.ico HTTP/1.1" 404 2232
INFO 2019-10-15 12:01:12,244 basehttp 124 "GET /register HTTP/1.1" 301 0
INFO 2019-10-15 12:01:12,577 basehttp 124 "GET /register/ HTTP/1.1" 200 3282
INFO 2019-10-15 12:01:12,669 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2019-10-15 12:01:12,703 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 200 7450
INFO 2019-10-15 12:01:12,728 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 39722
INFO 2019-10-15 12:01:12,750 basehttp 124 "GET /static/js/common.js HTTP/1.1" 200 891
INFO 2019-10-15 12:01:12,751 basehttp 124 "GET /static/js/register.js HTTP/1.1" 200 7825
INFO 2019-10-15 12:01:12,751 basehttp 124 "GET /static/js/host.js HTTP/1.1" 200 80
INFO 2019-10-15 12:01:12,821 basehttp 124 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2019-10-15 12:01:12,845 basehttp 124 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2019-10-15 12:01:12,845 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2019-10-15 12:01:12,893 basehttp 124 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
INFO 2019-10-15 13:25:56,554 basehttp 124 "GET /register/ HTTP/1.1" 200 3896
INFO 2019-10-15 13:25:56,603 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:25:56,621 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2019-10-15 13:25:56,622 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:25:56,623 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:25:56,636 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:25:56,639 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:25:56,647 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:25:56,649 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:25:56,665 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2019-10-15 13:26:16,870 basehttp 124 "GET /register/ HTTP/1.1" 200 3605
INFO 2019-10-15 13:26:16,954 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:26:16,959 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:26:16,972 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:26:16,973 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:26:16,974 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:26:16,975 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:26:16,981 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:26:16,982 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:26:17,005 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,311 basehttp 124 "GET /register/ HTTP/1.1" 200 3681
INFO 2019-10-15 13:27:10,351 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,357 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,358 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,361 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,363 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,379 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,385 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,400 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:10,407 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,380 basehttp 124 "GET /register/ HTTP/1.1" 200 3681
INFO 2019-10-15 13:27:11,399 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,400 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,400 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,401 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,402 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,416 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,456 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,459 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:11,461 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:27:53,948 basehttp 124 "GET /register/ HTTP/1.1" 200 3680
INFO 2019-10-15 13:27:53,971 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:27:53,972 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:27:53,973 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:53,987 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:53,990 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:54,003 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:27:54,013 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:54,041 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:27:54,042 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,164 basehttp 124 "GET /register/ HTTP/1.1" 200 3680
INFO 2019-10-15 13:28:08,259 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,261 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,282 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,282 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,283 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,285 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,292 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,301 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:08,303 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,388 basehttp 124 "GET /register/ HTTP/1.1" 200 3680
INFO 2019-10-15 13:28:09,450 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,452 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,452 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,454 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,455 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,479 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,481 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,485 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:28:09,488 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,034 basehttp 124 "GET /register/ HTTP/1.1" 200 3680
INFO 2019-10-15 13:28:10,067 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,068 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,071 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,082 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,083 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,089 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,105 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,116 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-15 13:28:10,117 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,152 basehttp 124 "GET /register/ HTTP/1.1" 200 3689
INFO 2019-10-15 13:33:27,187 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,191 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,192 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,193 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,195 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,200 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,206 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,215 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-15 13:33:27,254 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
WARNING 2019-10-16 04:04:06,029 base 152 Not Found: /
WARNING 2019-10-16 04:04:06,045 basehttp 124 "GET / HTTP/1.1" 404 2181
WARNING 2019-10-16 04:04:06,886 base 152 Not Found: /favicon.ico
WARNING 2019-10-16 04:04:06,900 basehttp 124 "GET /favicon.ico HTTP/1.1" 404 2232
INFO 2019-10-16 04:04:16,515 basehttp 124 "GET /register/ HTTP/1.1" 200 3867
INFO 2019-10-16 04:04:16,655 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,670 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,671 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,676 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,693 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,694 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,695 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,696 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-16 04:04:16,790 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2019-10-16 04:04:17,612 basehttp 124 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2019-10-16 04:04:17,669 basehttp 124 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2019-10-16 04:04:17,672 basehttp 124 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,018 basehttp 124 "GET /register/ HTTP/1.1" 200 3867
INFO 2019-10-16 04:28:51,048 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,049 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,051 basehttp 124 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,052 basehttp 124 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,055 basehttp 124 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,056 basehttp 124 "GET /static/images/logo.png HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,064 basehttp 124 "GET /static/js/host.js HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,066 basehttp 124 "GET /static/js/common.js HTTP/1.1" 304 0
INFO 2019-10-16 04:28:51,085 basehttp 124 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
WARNING 2019-10-16 04:29:36,924 basehttp 124 "POST /register/ HTTP/1.1" 400 24
WARNING 2019-10-16 04:30:11,885 basehttp 124 "POST /register/ HTTP/1.1" 400 21
INFO 2019-10-16 04:31:40,031 basehttp 124 "POST /register/ HTTP/1.1" 302 0
ERROR 2019-10-16 04:31:40,072 exception 135 Internal Server Error: /
Traceback (most recent call last):
  File "/home/python/.virtualenvs/py3/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/py3/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/py3/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/py3/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/py3/lib/python3.5/site-packages/django/views/generic/base.py", line 88, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/python/Desktop/DjangoM/meiduo_46/meiduo_mall/apps/contents/views.py", line 11, in get
    return render(request,'index.html')
  File "/home/python/.virtualenvs/py3/lib/python3.5/site-packages/django/shortcuts.py", line 30, in render
    content = loader.render_to_string(template_name, context, request, using=using)
